fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,sig_str_landed_opp,sig_str_attempted_opp,td_landed_opp,td_attempted_opp,ctrl_time_opp,total_fight_time,wins,losses,draws,total_fights,dq_wins,majority_decision_wins,split_decision_wins,unanimous_decision_wins,ko_tko_wins,submission_wins,tko_doctor_stoppage_wins,Could Not Continue ,dq_losses,majority_decision_losses,split_decision_losses,unanimous_decision_losses,ko_tko_losses,other,overturned,submission_losses,tko_doctor_stoppage_losses
Omari Akhmedov,2.0,535.0,1556.0,802.0,1865.0,31.0,68.0,3.0,2328,0.0,383.0,1320.0,89.0,148.0,63.0,88.0,389.0,1335.0,65.0,100.0,81.0,121.0,512.0,1158.0,15.0,44.0,1423,10809,9,5,1,15,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
Orion Cosce,0.0,63.0,136.0,156.0,237.0,5.0,14.0,0.0,965,0.0,40.0,106.0,16.0,22.0,7.0,8.0,38.0,100.0,13.0,21.0,12.0,15.0,160.0,273.0,2.0,3.0,268,1936,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Orlando Wiet,0.0,9.0,14.0,16.0,22.0,0.0,0.0,0.0,0,0.0,7.0,12.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,7.0,9.0,9.0,13.0,2.0,2.0,0,259,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Oskar Piechota,3.0,163.0,312.0,228.0,387.0,2.0,5.0,5.0,490,1.0,120.0,255.0,26.0,37.0,17.0,20.0,102.0,239.0,35.0,42.0,26.0,31.0,194.0,402.0,8.0,13.0,682,2962,2,3,0,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
Ottman Azaitar,1.0,83.0,186.0,90.0,195.0,0.0,0.0,0.0,17,0.0,54.0,138.0,24.0,38.0,5.0,10.0,58.0,149.0,17.0,28.0,8.0,9.0,77.0,162.0,0.0,5.0,63,1124,2,3,0,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Oumar Sy,0.0,141.0,291.0,156.0,316.0,7.0,19.0,1.0,853,0.0,74.0,207.0,28.0,39.0,39.0,45.0,116.0,245.0,12.0,14.0,13.0,32.0,66.0,221.0,0.0,1.0,12,2305,3,1,0,4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ovince Saint Preux,6.0,793.0,1729.0,930.0,1880.0,15.0,53.0,6.0,1778,2.0,478.0,1290.0,218.0,312.0,97.0,127.0,653.0,1526.0,75.0,112.0,65.0,91.0,978.0,1853.0,24.0,76.0,3009,15458,15,13,0,28,0.0,1.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0,0.0
Ozzy Diaz,0.0,144.0,273.0,145.0,274.0,0.0,0.0,0.0,0,0.0,123.0,247.0,14.0,18.0,7.0,8.0,139.0,267.0,5.0,6.0,0.0,0.0,148.0,379.0,1.0,3.0,31,1045,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pablo Garza,1.0,157.0,359.0,272.0,491.0,3.0,12.0,3.0,540,1.0,86.0,262.0,42.0,58.0,29.0,39.0,76.0,218.0,18.0,34.0,63.0,107.0,127.0,254.0,10.0,11.0,1153,2721,3,3,0,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Paddy Holohan,1.0,122.0,263.0,280.0,443.0,11.0,23.0,5.0,1828,2.0,72.0,183.0,26.0,48.0,24.0,32.0,78.0,204.0,3.0,7.0,41.0,52.0,161.0,300.0,2.0,7.0,638,3435,3,2,0,5,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Paddy Pimblett,2.0,324.0,602.0,461.0,766.0,4.0,14.0,7.0,1016,1.0,213.0,472.0,39.0,50.0,72.0,80.0,223.0,463.0,21.0,31.0,80.0,108.0,196.0,339.0,12.0,24.0,1066,3749,7,0,0,7,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paige VanZant,1.0,315.0,605.0,758.0,1132.0,8.0,24.0,6.0,2018,4.0,197.0,414.0,79.0,134.0,39.0,57.0,109.0,303.0,104.0,163.0,102.0,139.0,247.0,430.0,21.0,32.0,1977,5649,5,4,0,9,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
Pannie Kianzad,0.0,713.0,1448.0,987.0,1791.0,4.0,12.0,1.0,1157,1.0,498.0,1173.0,141.0,198.0,74.0,77.0,576.0,1256.0,123.0,168.0,14.0,24.0,598.0,1231.0,11.0,32.0,2795,8765,5,6,0,11,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
Papy Abedi,0.0,97.0,176.0,130.0,212.0,8.0,14.0,3.0,807,0.0,42.0,104.0,46.0,55.0,9.0,17.0,36.0,95.0,34.0,43.0,27.0,38.0,109.0,212.0,4.0,8.0,410,2077,1,3,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
Parker Porter,0.0,369.0,726.0,470.0,860.0,5.0,22.0,1.0,844,0.0,269.0,615.0,39.0,45.0,61.0,66.0,315.0,657.0,39.0,50.0,15.0,19.0,371.0,733.0,1.0,3.0,363,3523,4,4,0,8,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
Pascal Krauss,0.0,267.0,561.0,496.0,806.0,5.0,10.0,3.0,820,0.0,172.0,448.0,46.0,61.0,49.0,52.0,176.0,437.0,60.0,85.0,31.0,39.0,190.0,465.0,8.0,20.0,657,2938,2,2,0,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Pat Audinwood,0.0,22.0,170.0,25.0,175.0,1.0,2.0,0.0,8,0.0,10.0,142.0,10.0,21.0,2.0,7.0,22.0,169.0,0.0,1.0,0.0,0.0,81.0,138.0,2.0,2.0,197,1127,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Pat Barry,8.0,188.0,361.0,213.0,389.0,0.0,2.0,1.0,389,0.0,96.0,248.0,12.0,17.0,80.0,96.0,166.0,330.0,7.0,10.0,15.0,21.0,245.0,606.0,5.0,21.0,1028,4149,5,7,0,12,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
Pat Healy,0.0,255.0,737.0,498.0,1014.0,9.0,36.0,2.0,1098,0.0,154.0,578.0,76.0,132.0,25.0,27.0,171.0,603.0,58.0,89.0,26.0,45.0,285.0,536.0,14.0,25.0,1257,4599,0,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
Pat Miletich,1.0,147.0,328.0,524.0,712.0,10.0,18.0,5.0,946,1.0,73.0,232.0,39.0,50.0,35.0,46.0,76.0,233.0,46.0,62.0,25.0,33.0,120.0,337.0,11.0,24.0,446,5218,8,2,0,10,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Pat Sabatini,1.0,153.0,256.0,602.0,761.0,27.0,53.0,9.0,3819,1.0,120.0,215.0,25.0,32.0,8.0,9.0,51.0,122.0,14.0,17.0,88.0,117.0,99.0,202.0,4.0,8.0,534,5426,8,2,0,10,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Pat Schilling,0.0,31.0,115.0,31.0,115.0,0.0,17.0,0.0,61,0.0,22.0,101.0,5.0,10.0,4.0,4.0,31.0,114.0,0.0,1.0,0.0,0.0,137.0,291.0,1.0,1.0,102,997,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Patchy Mix,0.0,159.0,362.0,197.0,405.0,5.0,8.0,0.0,461,0.0,115.0,305.0,20.0,31.0,24.0,26.0,143.0,341.0,9.0,11.0,7.0,10.0,219.0,385.0,0.0,0.0,124,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Patricio Freire,0.0,72.0,147.0,94.0,174.0,6.0,13.0,1.0,227,0.0,50.0,120.0,11.0,14.0,11.0,13.0,59.0,132.0,9.0,11.0,4.0,4.0,117.0,246.0,1.0,1.0,111,1800,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Patrick Cote,6.0,662.0,1378.0,1080.0,1832.0,10.0,51.0,4.0,2456,4.0,394.0,972.0,108.0,189.0,160.0,217.0,405.0,1008.0,135.0,210.0,122.0,160.0,770.0,1492.0,30.0,54.0,4603,14227,10,11,0,21,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,3.0,0.0
Patrick Cummins,0.0,498.0,981.0,736.0,1259.0,35.0,85.0,1.0,2826,0.0,409.0,867.0,51.0,68.0,38.0,46.0,224.0,603.0,85.0,120.0,189.0,258.0,391.0,886.0,15.0,21.0,692,7009,6,7,0,13,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
Patrick Smith,1.0,26.0,40.0,37.0,54.0,2.0,3.0,3.0,0,0.0,15.0,24.0,9.0,10.0,2.0,6.0,4.0,12.0,8.0,8.0,14.0,20.0,9.0,14.0,1.0,4.0,0,300,4,1,0,5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Patrick Walsh,0.0,61.0,320.0,162.0,425.0,6.0,11.0,3.0,665,0.0,60.0,319.0,0.0,0.0,1.0,1.0,54.0,308.0,1.0,1.0,6.0,11.0,85.0,241.0,0.0,1.0,64,1800,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Patrick Williams,1.0,114.0,221.0,127.0,238.0,5.0,12.0,1.0,130,0.0,43.0,133.0,28.0,40.0,43.0,48.0,87.0,173.0,26.0,45.0,1.0,3.0,114.0,239.0,0.0,1.0,98,1662,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Paul Bradley,0.0,76.0,212.0,88.0,230.0,3.0,16.0,0.0,217,0.0,57.0,186.0,11.0,15.0,8.0,11.0,61.0,189.0,14.0,21.0,1.0,2.0,118.0,267.0,0.0,2.0,40,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Paul Buentello,3.0,132.0,285.0,163.0,320.0,1.0,2.0,2.0,273,1.0,89.0,236.0,32.0,36.0,11.0,13.0,60.0,171.0,57.0,91.0,15.0,23.0,162.0,330.0,10.0,13.0,1131,2492,3,3,0,6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Paul Craig,1.0,421.0,928.0,736.0,1283.0,16.0,85.0,15.0,1369,3.0,211.0,634.0,133.0,202.0,77.0,92.0,283.0,728.0,57.0,80.0,81.0,120.0,511.0,903.0,11.0,17.0,3739,10094,9,10,1,20,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0
Paul Creighton,0.0,6.0,8.0,8.0,10.0,3.0,8.0,0.0,105,0.0,2.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,39.0,56.0,0.0,0.0,209,503,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Paul Daley,1.0,46.0,111.0,51.0,116.0,0.0,0.0,0.0,5,0.0,39.0,97.0,3.0,5.0,4.0,9.0,31.0,89.0,9.0,16.0,6.0,6.0,35.0,75.0,4.0,8.0,741,1195,2,1,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paul Felder,3.0,763.0,1710.0,937.0,1895.0,4.0,14.0,3.0,1532,0.0,449.0,1294.0,149.0,213.0,165.0,203.0,557.0,1406.0,110.0,165.0,96.0,139.0,709.0,1384.0,26.0,74.0,3124,12377,9,6,0,15,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
Paul Georgieff,0.0,12.0,30.0,18.0,36.0,0.0,2.0,0.0,0,0.0,9.0,27.0,1.0,1.0,2.0,2.0,8.0,24.0,1.0,2.0,3.0,4.0,11.0,17.0,3.0,3.0,210,282,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Paul Herrera,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,0,13,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Paul Jones,0.0,26.0,42.0,66.0,82.0,0.0,5.0,2.0,278,1.0,20.0,36.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,21.0,33.0,14.0,30.0,0.0,0.0,136,493,1,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Paul Kelly,1.0,325.0,856.0,744.0,1321.0,9.0,15.0,10.0,2398,9.0,251.0,761.0,48.0,59.0,26.0,36.0,112.0,487.0,46.0,82.0,167.0,287.0,263.0,650.0,18.0,26.0,1418,6054,5,4,0,9,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
Paul Redmond,0.0,13.0,38.0,27.0,53.0,0.0,2.0,0.0,0,0.0,11.0,34.0,1.0,3.0,1.0,1.0,13.0,36.0,0.0,2.0,0.0,0.0,54.0,93.0,2.0,4.0,832,1084,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Paul Rodriguez,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,32,65,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Paul Sass,0.0,15.0,57.0,52.0,104.0,1.0,6.0,14.0,182,0.0,10.0,51.0,4.0,4.0,1.0,2.0,9.0,47.0,0.0,0.0,6.0,10.0,54.0,112.0,4.0,6.0,1102,1707,3,2,0,5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Paul Taylor,4.0,495.0,1033.0,800.0,1361.0,2.0,8.0,4.0,881,2.0,287.0,768.0,72.0,98.0,136.0,167.0,356.0,818.0,102.0,139.0,37.0,76.0,499.0,1116.0,21.0,48.0,2940,6693,4,5,0,9,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
Paul Varelans,1.0,56.0,128.0,221.0,329.0,2.0,2.0,3.0,0,0.0,40.0,104.0,6.0,8.0,10.0,16.0,17.0,70.0,21.0,36.0,18.0,22.0,79.0,157.0,2.0,9.0,0,2307,4,4,0,8,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
Paulo Costa,5.0,879.0,1496.0,933.0,1552.0,3.0,6.0,0.0,424,0.0,395.0,922.0,363.0,437.0,121.0,137.0,782.0,1364.0,43.0,55.0,54.0,77.0,870.0,1717.0,5.0,25.0,361,8423,7,4,0,11,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Paulo Thiago,4.0,254.0,649.0,382.0,811.0,14.0,44.0,12.0,1358,3.0,156.0,530.0,65.0,85.0,33.0,34.0,151.0,495.0,73.0,95.0,30.0,59.0,295.0,809.0,17.0,47.0,3722,8895,5,8,0,13,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
Pawel Pawlak,0.0,75.0,222.0,207.0,361.0,3.0,8.0,0.0,208,0.0,36.0,167.0,28.0,42.0,11.0,13.0,49.0,185.0,20.0,28.0,6.0,9.0,100.0,217.0,6.0,20.0,1502,2700,1,2,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Payton Talbott,2.0,228.0,397.0,310.0,498.0,1.0,3.0,1.0,610,1.0,173.0,331.0,37.0,46.0,18.0,20.0,144.0,289.0,15.0,20.0,69.0,88.0,125.0,221.0,13.0,43.0,1132,2798,4,1,0,5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pearl Gonzalez,0.0,64.0,170.0,132.0,242.0,2.0,18.0,1.0,686,0.0,32.0,128.0,7.0,10.0,25.0,32.0,54.0,159.0,9.0,10.0,1.0,1.0,117.0,274.0,2.0,2.0,380,1725,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Pedro Falcao,0.0,99.0,223.0,127.0,261.0,5.0,26.0,0.0,608,0.0,61.0,174.0,17.0,25.0,21.0,24.0,91.0,210.0,8.0,13.0,0.0,0.0,141.0,275.0,2.0,3.0,299,1800,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Pedro Munhoz,7.0,1358.0,3239.0,1452.0,3341.0,8.0,50.0,8.0,800,1.0,723.0,2284.0,224.0,419.0,411.0,536.0,1252.0,3065.0,57.0,99.0,49.0,75.0,1587.0,3604.0,10.0,57.0,316,15132,10,10,0,20,0.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0
Pedro Nobre,0.0,3.0,10.0,3.0,10.0,0.0,1.0,0.0,3,0.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,20.0,31.0,1.0,1.0,68,131,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Rizzo,8.0,286.0,775.0,432.0,935.0,2.0,7.0,0.0,913,0.0,145.0,599.0,16.0,16.0,125.0,160.0,210.0,646.0,37.0,57.0,39.0,72.0,365.0,797.0,16.0,71.0,1503,9739,9,5,0,14,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
Peggy Morgan,0.0,34.0,147.0,45.0,158.0,0.0,0.0,0.0,353,0.0,34.0,144.0,0.0,2.0,0.0,1.0,31.0,137.0,0.0,6.0,3.0,4.0,123.0,185.0,1.0,2.0,88,900,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Per Eklund,0.0,60.0,98.0,145.0,186.0,4.0,36.0,7.0,457,0.0,24.0,57.0,28.0,32.0,8.0,9.0,25.0,51.0,25.0,34.0,10.0,13.0,69.0,210.0,1.0,2.0,684,1740,1,2,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Pete Rodriguez,1.0,47.0,107.0,51.0,113.0,0.0,0.0,0.0,15,0.0,24.0,73.0,14.0,23.0,9.0,11.0,38.0,95.0,6.0,8.0,3.0,4.0,65.0,114.0,0.0,2.0,6,304,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Pete Sell,1.0,171.0,403.0,308.0,554.0,4.0,19.0,4.0,587,1.0,125.0,346.0,28.0,37.0,18.0,20.0,141.0,355.0,23.0,33.0,7.0,15.0,240.0,497.0,11.0,21.0,1329,3942,2,5,0,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Pete Spratt,0.0,61.0,106.0,118.0,163.0,1.0,1.0,1.0,463,3.0,33.0,74.0,12.0,14.0,16.0,18.0,24.0,47.0,18.0,21.0,19.0,38.0,36.0,80.0,12.0,20.0,1058,2083,3,4,0,7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Pete Williams,2.0,71.0,180.0,162.0,280.0,3.0,6.0,6.0,422,0.0,40.0,136.0,14.0,22.0,17.0,22.0,40.0,130.0,11.0,20.0,20.0,30.0,103.0,236.0,17.0,31.0,1519,3798,3,5,0,8,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
Peter Barrett,0.0,71.0,144.0,129.0,207.0,0.0,2.0,0.0,159,0.0,30.0,95.0,18.0,24.0,23.0,25.0,63.0,134.0,8.0,10.0,0.0,0.0,111.0,209.0,3.0,11.0,458,1682,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Peter Sobotta,4.0,251.0,625.0,450.0,847.0,12.0,37.0,4.0,2187,1.0,149.0,494.0,45.0,69.0,57.0,62.0,202.0,538.0,14.0,29.0,35.0,58.0,341.0,829.0,2.0,9.0,1102,7046,4,6,0,10,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Petr Yan,10.0,1317.0,2422.0,1758.0,2902.0,27.0,56.0,2.0,2364,3.0,899.0,1929.0,259.0,317.0,159.0,176.0,967.0,1986.0,158.0,201.0,192.0,235.0,1063.0,2580.0,21.0,140.0,1724,15424,11,4,0,15,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Phil Baroni,5.0,253.0,512.0,688.0,972.0,8.0,18.0,3.0,1470,2.0,162.0,408.0,87.0,98.0,4.0,6.0,74.0,246.0,94.0,151.0,85.0,115.0,396.0,633.0,16.0,47.0,2383,5798,3,7,0,10,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0
Phil Davis,0.0,485.0,1406.0,775.0,1745.0,31.0,87.0,6.0,3410,0.0,272.0,1055.0,149.0,253.0,64.0,98.0,241.0,1039.0,62.0,89.0,182.0,278.0,224.0,810.0,5.0,18.0,577,10127,9,3,0,12,0.0,0.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Phil Harris,0.0,100.0,375.0,116.0,394.0,5.0,23.0,0.0,285,0.0,65.0,323.0,8.0,18.0,27.0,34.0,85.0,347.0,13.0,22.0,2.0,6.0,135.0,422.0,2.0,5.0,278,2562,1,3,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Phil Hawes,2.0,311.0,512.0,485.0,718.0,8.0,19.0,1.0,1094,0.0,202.0,379.0,81.0,100.0,28.0,33.0,236.0,409.0,42.0,56.0,33.0,47.0,195.0,442.0,1.0,11.0,364,3324,4,4,0,8,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Phil Johns,0.0,2.0,3.0,6.0,7.0,0.0,1.0,0.0,16,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,2.0,51,100,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Phil Rowe,3.0,316.0,676.0,378.0,750.0,4.0,11.0,2.0,852,4.0,233.0,571.0,42.0,57.0,41.0,48.0,274.0,618.0,39.0,51.0,3.0,7.0,406.0,850.0,16.0,32.0,2605,6245,4,4,0,8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Philip De Fries,1.0,63.0,133.0,115.0,199.0,6.0,14.0,1.0,1079,0.0,56.0,124.0,6.0,8.0,1.0,1.0,27.0,82.0,21.0,26.0,15.0,25.0,82.0,132.0,0.0,3.0,250,1642,2,3,0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Philipe Lins,1.0,241.0,491.0,284.0,536.0,7.0,21.0,0.0,1175,0.0,141.0,358.0,55.0,79.0,45.0,54.0,202.0,438.0,30.0,41.0,9.0,12.0,228.0,426.0,0.0,5.0,166,3810,4,2,0,6,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
