event,bout,weight_class,method,round,round_format,time,winner
UFC Fight Night: Burns vs. Morales ,Elise Reed vs. Denise Gomes,Women's Strawweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:30,Denise Gomes 
UFC Fight Night: Burns vs. Morales ,HyunSung Park vs. Carlos Hernandez,Flyweight Bout,Submission ,1,3 Rnd (5-5-5),2:26,HyunSung Park 
UFC Fight Night: Burns vs. Morales ,Tecia Pennington vs. Luana Pinheiro,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Tecia Pennington 
UFC 315: Muhammad vs. Della Maddalena ,Belal Muhammad vs. Jack Della Maddalena,UFC Welterweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Jack Della Maddalena 
UFC 315: Muhammad vs. Della Maddalena ,Valentina Shevchenko vs. Manon Fiorot,UFC Women's Flyweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Valentina Shevchenko 
UFC 315: Muhammad vs. Della Maddalena ,Jose Aldo vs. Aiemann Zahabi,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Aiemann Zahabi 
UFC 315: Muhammad vs. Della Maddalena ,Alexa Grasso vs. Natalia Silva,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Natalia Silva 
UFC 315: Muhammad vs. Della Maddalena ,Benoit Saint Denis vs. Kyle Prepolec,Lightweight Bout,Submission ,2,3 Rnd (5-5-5),2:35,Benoit Saint Denis 
UFC 315: Muhammad vs. Della Maddalena ,Mike Malott vs. Charles Radtke,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:26,Mike Malott 
UFC 315: Muhammad vs. Della Maddalena ,Jessica Andrade vs. Jasmine Jasudavicius,Women's Flyweight Bout,Submission ,1,3 Rnd (5-5-5),2:40,Jasmine Jasudavicius 
UFC 315: Muhammad vs. Della Maddalena ,Modestas Bukauskas vs. Ion Cutelaba,Light Heavyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Modestas Bukauskas 
UFC 315: Muhammad vs. Della Maddalena ,Navajo Stirling vs. Ivan Erslan,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Navajo Stirling 
UFC 315: Muhammad vs. Della Maddalena ,Marc-Andre Barriault vs. Bruno Silva,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:27,Marc-Andre Barriault 
UFC 315: Muhammad vs. Della Maddalena ,Daniel Santos vs. JeongYeong Lee,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Daniel Santos 
UFC 315: Muhammad vs. Della Maddalena ,Brad Katona vs. Bekzat Almakhan,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:04,Bekzat Almakhan 
UFC Fight Night: Sandhagen vs. Figueiredo ,Cory Sandhagen vs. Deiveson Figueiredo,Bantamweight Bout,KO/TKO ,2,5 Rnd (5-5-5-5-5),4:08,Cory Sandhagen 
UFC Fight Night: Sandhagen vs. Figueiredo ,Reinier de Ridder vs. Bo Nickal,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:53,Reinier de Ridder 
UFC Fight Night: Sandhagen vs. Figueiredo ,Santiago Ponzinibbio vs. Daniel Rodriguez,Welterweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:12,Daniel Rodriguez 
UFC Fight Night: Sandhagen vs. Figueiredo ,Montel Jackson vs. Daniel Marcos,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Montel Jackson 
UFC Fight Night: Sandhagen vs. Figueiredo ,Cameron Smotherman vs. Serhiy Sidey,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Serhiy Sidey 
UFC Fight Night: Sandhagen vs. Figueiredo ,Jeremy Stephens vs. Mason Jones,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Mason Jones 
UFC Fight Night: Sandhagen vs. Figueiredo ,Yana Santos vs. Miesha Tate,Women's Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Yana Santos 
UFC Fight Night: Sandhagen vs. Figueiredo ,Ryan Loder vs. Azamat Bekoev,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:44,Azamat Bekoev 
UFC Fight Night: Sandhagen vs. Figueiredo ,Marina Rodriguez vs. Gillian Robertson,Women's Strawweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:07,Gillian Robertson 
UFC Fight Night: Sandhagen vs. Figueiredo ,Gaston Bolanos vs. Quang Le,Bantamweight Bout,Submission ,2,3 Rnd (5-5-5),1:54,Quang Le 
UFC Fight Night: Sandhagen vs. Figueiredo ,Thomas Petersen vs. Don'Tale Mayes,Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Thomas Petersen 
UFC Fight Night: Sandhagen vs. Figueiredo ,Juliana Miller vs. Ivana Petrovic,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Juliana Miller 
UFC Fight Night: Machado Garry vs. Prates ,Ian Machado Garry vs. Carlos Prates,Welterweight Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Ian Machado Garry 
UFC Fight Night: Machado Garry vs. Prates ,Anthony Smith vs. Zhang Mingyang,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:03,Zhang Mingyang 
UFC Fight Night: Machado Garry vs. Prates ,Giga Chikadze vs. David Onama,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,David Onama 
UFC Fight Night: Machado Garry vs. Prates ,Michel Pereira vs. Abus Magomedov,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Abus Magomedov 
UFC Fight Night: Machado Garry vs. Prates ,Randy Brown vs. Nicolas Dalby,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:39,Randy Brown 
UFC Fight Night: Machado Garry vs. Prates ,Ikram Aliskerov vs. Andre Muniz,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:54,Ikram Aliskerov 
UFC Fight Night: Machado Garry vs. Prates ,Matt Schnell vs. Jimmy Flick,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Matt Schnell 
UFC Fight Night: Machado Garry vs. Prates ,Evan Elder vs. Gauge Young,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Evan Elder 
UFC Fight Night: Machado Garry vs. Prates ,Chris Gutierrez vs. John Castaneda,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Chris Gutierrez 
UFC Fight Night: Machado Garry vs. Prates ,Da'Mon Blackshear vs. Alatengheili,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Da'Mon Blackshear 
UFC Fight Night: Machado Garry vs. Prates ,Malcolm Wellmaker vs. Cameron Saaiman,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:59,Malcolm Wellmaker 
UFC Fight Night: Machado Garry vs. Prates ,Jaqueline Amorim vs. Polyana Viana,Women's Strawweight Bout,Submission ,2,3 Rnd (5-5-5),1:49,Jaqueline Amorim 
UFC Fight Night: Machado Garry vs. Prates ,Timmy Cuamba vs. Roberto Romero,Featherweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:55,Timmy Cuamba 
UFC Fight Night: Machado Garry vs. Prates ,Chelsea Chandler vs. Joselyne Edwards,Women's Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:31,Joselyne Edwards 
UFC 314: Volkanovski vs. Lopes ,Alexander Volkanovski vs. Diego Lopes,UFC Featherweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Alexander Volkanovski 
UFC 314: Volkanovski vs. Lopes ,Michael Chandler vs. Paddy Pimblett,Lightweight Bout,KO/TKO ,3,5 Rnd (5-5-5-5-5),3:07,Paddy Pimblett 
UFC 314: Volkanovski vs. Lopes ,Yair Rodriguez vs. Patricio Freire,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Yair Rodriguez 
UFC 314: Volkanovski vs. Lopes ,Bryce Mitchell vs. Jean Silva,Featherweight Bout,Submission ,2,3 Rnd (5-5-5),3:52,Jean Silva 
UFC 314: Volkanovski vs. Lopes ,Nikita Krylov vs. Dominick Reyes,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:24,Dominick Reyes 
UFC 314: Volkanovski vs. Lopes ,Dan Ige vs. Sean Woodson,Featherweight Bout,KO/TKO ,3,3 Rnd (5-5-5),1:12,Dan Ige 
UFC 314: Volkanovski vs. Lopes ,Yan Xiaonan vs. Virna Jandiroba,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Virna Jandiroba 
UFC 314: Volkanovski vs. Lopes ,Jim Miller vs. Chase Hooper,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Chase Hooper 
UFC 314: Volkanovski vs. Lopes ,Darren Elkins vs. Julian Erosa,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:15,Julian Erosa 
UFC 314: Volkanovski vs. Lopes ,Sedriques Dumas vs. Michal Oleksiejczuk,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:49,Michal Oleksiejczuk 
UFC 314: Volkanovski vs. Lopes ,Sumudaerji vs. Mitch Raposo,Flyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00, Sumudaerji 
UFC 314: Volkanovski vs. Lopes ,Tresean Gore vs. Marco Tulio,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:16,Marco Tulio 
UFC 314: Volkanovski vs. Lopes ,Nora Cornolle vs. Hailey Cowan,Women's Bantamweight Bout,Submission ,2,3 Rnd (5-5-5),1:52,Nora Cornolle 
UFC Fight Night: Emmett vs. Murphy ,Josh Emmett vs. Lerone Murphy,Featherweight Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Lerone Murphy 
UFC Fight Night: Emmett vs. Murphy ,Pat Sabatini vs. Joanderson Brito,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Pat Sabatini 
UFC Fight Night: Emmett vs. Murphy ,Cortavious Romious vs. ChangHo Lee,Bantamweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:48,ChangHo Lee 
UFC Fight Night: Emmett vs. Murphy ,Brad Tavares vs. Gerald Meerschaert,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Brad Tavares 
UFC Fight Night: Emmett vs. Murphy ,Ode Osbourne vs. Luis Gurule,Flyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),1:54,Ode Osbourne 
UFC Fight Night: Emmett vs. Murphy ,Torrez Finney vs. Robert Valentin,Middleweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Torrez Finney 
UFC Fight Night: Emmett vs. Murphy ,Diana Belbita vs. Dione Barbosa,Women's Flyweight Bout,Submission ,1,3 Rnd (5-5-5),4:13,Dione Barbosa 
UFC Fight Night: Emmett vs. Murphy ,Rhys McKee vs. Daniel Frunza,Welterweight Bout,TKO - Doctor's Stoppage ,1,3 Rnd (5-5-5),5:00,Rhys McKee 
UFC Fight Night: Emmett vs. Murphy ,Loma Lookboonmee vs. Istela Nunes,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Loma Lookboonmee 
UFC Fight Night: Emmett vs. Murphy ,Victor Henry vs. Pedro Falcao,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Victor Henry 
UFC Fight Night: Emmett vs. Murphy ,Martin Buday vs. Uran Satybaldiev,Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Martin Buday 
UFC Fight Night: Emmett vs. Murphy ,Vanessa Demopoulos vs. Talita Alencar,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Talita Alencar 
UFC Fight Night: Moreno vs. Erceg ,Brandon Moreno vs. Steve Erceg,Flyweight Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Brandon Moreno 
UFC Fight Night: Moreno vs. Erceg ,Manuel Torres vs. Drew Dober,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:45,Manuel Torres 
UFC Fight Night: Moreno vs. Erceg ,Edgar Chairez vs. CJ Vergara,Flyweight Bout,Submission ,1,3 Rnd (5-5-5),2:30,Edgar Chairez 
UFC Fight Night: Moreno vs. Erceg ,Raul Rosas Jr. vs. Vince Morales,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Raul Rosas Jr. 
UFC Fight Night: Moreno vs. Erceg ,David Martinez vs. Saimon Oliveira,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:38,David Martinez 
UFC Fight Night: Moreno vs. Erceg ,Ronaldo Rodriguez vs. Kevin Borjas,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Kevin Borjas 
UFC Fight Night: Moreno vs. Erceg ,Jose Medina vs. Ateba Gautier,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:32,Ateba Gautier 
UFC Fight Night: Moreno vs. Erceg ,Christian Rodriguez vs. Melquizael Costa,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Melquizael Costa 
UFC Fight Night: Moreno vs. Erceg ,Loopy Godinez vs. Julia Polastri,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Loopy Godinez 
UFC Fight Night: Moreno vs. Erceg ,Rafa Garcia vs. Vinc Pichel,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Rafa Garcia 
UFC Fight Night: Moreno vs. Erceg ,Jamall Emmers vs. Gabriel Miranda,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:06,Jamall Emmers 
UFC Fight Night: Moreno vs. Erceg ,MarQuel Mederos vs. Austin Hubbard,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,MarQuel Mederos 
UFC Fight Night: Edwards vs. Brady ,Leon Edwards vs. Sean Brady,Welterweight Bout,Submission ,4,5 Rnd (5-5-5-5-5),1:39,Sean Brady 
UFC Fight Night: Edwards vs. Brady ,Jan Blachowicz vs. Carlos Ulberg,Light Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Carlos Ulberg 
UFC Fight Night: Edwards vs. Brady ,Gunnar Nelson vs. Kevin Holland,Welterweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Kevin Holland 
UFC Fight Night: Edwards vs. Brady ,Molly McCann vs. Alexia Thainara,Women's Strawweight Bout,Submission ,1,3 Rnd (5-5-5),4:32,Alexia Thainara 
UFC Fight Night: Edwards vs. Brady ,Jordan Vucenic vs. Chris Duncan,Lightweight Bout,Submission ,2,3 Rnd (5-5-5),3:42,Chris Duncan 
UFC Fight Night: Edwards vs. Brady ,Nathaniel Wood vs. Morgan Charriere,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Nathaniel Wood 
UFC Fight Night: Edwards vs. Brady ,Jai Herbert vs. Chris Padilla,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Chris Padilla 
UFC Fight Night: Edwards vs. Brady ,Lone'er Kavanagh vs. Felipe dos Santos,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Lone'er Kavanagh 
UFC Fight Night: Edwards vs. Brady ,Marcin Tybura vs. Mick Parkin,Heavyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Marcin Tybura 
UFC Fight Night: Edwards vs. Brady ,Christian Leroy Duncan vs. Andrey Pulyaev,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Christian Leroy Duncan 
UFC Fight Night: Edwards vs. Brady ,Shauna Bannon vs. Puja Tomar,Women's Strawweight Bout,Submission ,2,3 Rnd (5-5-5),3:22,Shauna Bannon 
UFC Fight Night: Edwards vs. Brady ,Nathan Fletcher vs. Caolan Loughran,Bantamweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Caolan Loughran 
UFC Fight Night: Edwards vs. Brady ,Guram Kutateladze vs. Kaue Fernandes,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Kaue Fernandes 
UFC Fight Night: Vettori vs. Dolidze 2 ,Marvin Vettori vs. Roman Dolidze,Middleweight Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Roman Dolidze 
UFC Fight Night: Vettori vs. Dolidze 2 ,Chidi Njokuani vs. Elizeu Zaleski dos Santos,Welterweight Bout,KO/TKO ,2,3 Rnd (5-5-5),2:19,Chidi Njokuani 
UFC Fight Night: Vettori vs. Dolidze 2 ,Alexander Hernandez vs. Kurt Holobaugh,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Alexander Hernandez 
UFC Fight Night: Vettori vs. Dolidze 2 ,Da'Mon Blackshear vs. Cody Gibson,Bantamweight Bout,Submission ,2,3 Rnd (5-5-5),4:09,Da'Mon Blackshear 
UFC Fight Night: Vettori vs. Dolidze 2 ,Diyar Nurgozhay vs. Brendson Ribeiro,Light Heavyweight Bout,Submission ,2,3 Rnd (5-5-5),1:28,Brendson Ribeiro 
UFC Fight Night: Vettori vs. Dolidze 2 ,SeungWoo Choi vs. Kevin Vallejos,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:09,Kevin Vallejos 
UFC Fight Night: Vettori vs. Dolidze 2 ,Waldo Cortes-Acosta vs. Ryan Spann,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:48,Waldo Cortes-Acosta 
UFC Fight Night: Vettori vs. Dolidze 2 ,SuYoung You vs. AJ Cunningham,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,SuYoung You 
UFC Fight Night: Vettori vs. Dolidze 2 ,Carlos Vera vs. Josias Musasa,Bantamweight Bout,Submission ,1,3 Rnd (5-5-5),3:16,Carlos Vera 
UFC Fight Night: Vettori vs. Dolidze 2 ,Stephanie Luciano vs. Sam Hughes,Women's Strawweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Sam Hughes 
UFC Fight Night: Vettori vs. Dolidze 2 ,Daniel Barez vs. Andre Lima,Flyweight Bout,Submission ,3,3 Rnd (5-5-5),3:05,Andre Lima 
UFC Fight Night: Vettori vs. Dolidze 2 ,Josiane Nunes vs. Priscila Cachoeira,Women's Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:46,Priscila Cachoeira 
UFC Fight Night: Vettori vs. Dolidze 2 ,Yuneisy Duben vs. Carli Judice,Women's Flyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:40,Carli Judice 
UFC 313: Pereira vs. Ankalaev ,Alex Pereira vs. Magomed Ankalaev,UFC Light Heavyweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Magomed Ankalaev 
UFC 313: Pereira vs. Ankalaev ,Justin Gaethje vs. Rafael Fiziev,Lightweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Justin Gaethje 
UFC 313: Pereira vs. Ankalaev ,Jalin Turner vs. Ignacio Bahamondes,Lightweight Bout,Submission ,1,3 Rnd (5-5-5),2:29,Ignacio Bahamondes 
UFC 313: Pereira vs. Ankalaev ,Amanda Lemos vs. Iasmin Lucindo,Women's Strawweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Amanda Lemos 
UFC 313: Pereira vs. Ankalaev ,King Green vs. Mauricio Ruffy,Lightweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:07,Mauricio Ruffy 
UFC 313: Pereira vs. Ankalaev ,Joshua Van vs. Rei Tsuruya,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Joshua Van 
UFC 313: Pereira vs. Ankalaev ,Brunno Ferreira vs. Armen Petrosyan,Middleweight Bout,Submission ,2,3 Rnd (5-5-5),4:27,Brunno Ferreira 
UFC 313: Pereira vs. Ankalaev ,Alex Morono vs. Carlos Leal,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:16,Carlos Leal 
UFC 313: Pereira vs. Ankalaev ,Mairon Santos vs. Francis Marshall,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Mairon Santos 
UFC 313: Pereira vs. Ankalaev ,Djorden Santos vs. Ozzy Diaz,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ozzy Diaz 
UFC Fight Night: Kape vs. Almabayev ,Manel Kape vs. Asu Almabayev,Flyweight Bout,KO/TKO ,3,5 Rnd (5-5-5-5-5),2:16,Manel Kape 
UFC Fight Night: Kape vs. Almabayev ,Cody Brundage vs. Julian Marquez,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:45,Cody Brundage 
UFC Fight Night: Kape vs. Almabayev ,Nasrat Haqparast vs. Esteban Ribovics,Lightweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Nasrat Haqparast 
UFC Fight Night: Kape vs. Almabayev ,Hyder Amil vs. William Gomis,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Hyder Amil 
UFC Fight Night: Kape vs. Almabayev ,Danny Barlow vs. Sam Patterson,Welterweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:10,Sam Patterson 
UFC Fight Night: Kape vs. Almabayev ,Austen Lane vs. Mario Pinto,Heavyweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:39,Mario Pinto 
UFC Fight Night: Kape vs. Almabayev ,Ricardo Ramos vs. Chepe Mariscal,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Chepe Mariscal 
UFC Fight Night: Kape vs. Almabayev ,Danny Silva vs. Lucas Almeida,Featherweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Danny Silva 
UFC Fight Night: Kape vs. Almabayev ,Andrea Lee vs. JJ Aldrich,Women's Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,JJ Aldrich 
UFC Fight Night: Kape vs. Almabayev ,Charles Johnson vs. Ramazan Temirov,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Ramazan Temirov 
UFC Fight Night: Cejudo vs. Song ,Henry Cejudo vs. Song Yadong,Bantamweight Bout,Decision - Unanimous ,3,5 Rnd (5-5-5-5-5),5:00,Song Yadong 
UFC Fight Night: Cejudo vs. Song ,Brendan Allen vs. Anthony Hernandez,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Anthony Hernandez 
UFC Fight Night: Cejudo vs. Song ,Rob Font vs. Jean Matsumoto,Catch Weight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Rob Font 
UFC Fight Night: Cejudo vs. Song ,Jean Silva vs. Melsik Baghdasaryan,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),4:15,Jean Silva 
UFC Fight Night: Cejudo vs. Song ,Alonzo Menifield vs. Julius Walker,Light Heavyweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Alonzo Menifield 
UFC Fight Night: Cejudo vs. Song ,Ion Cutelaba vs. Ibo Aslan,Light Heavyweight Bout,Submission ,1,3 Rnd (5-5-5),2:51,Ion Cutelaba 
UFC Fight Night: Cejudo vs. Song ,Andre Fili vs. Melquizael Costa,Featherweight Bout,Submission ,1,3 Rnd (5-5-5),4:30,Melquizael Costa 
UFC Fight Night: Cejudo vs. Song ,Mansur Abdul-Malik vs. Nick Klein,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),3:24,Mansur Abdul-Malik 
UFC Fight Night: Cejudo vs. Song ,Ricky Simon vs. Javid Basharat,Bantamweight Bout,KO/TKO ,1,3 Rnd (5-5-5),3:58,Ricky Simon 
UFC Fight Night: Cejudo vs. Song ,Nikolay Veretennikov vs. Austin Vanderford,Catch Weight Bout,KO/TKO ,2,3 Rnd (5-5-5),4:13,Austin Vanderford 
UFC Fight Night: Cejudo vs. Song ,Nursulton Ruziboev vs. Eric McConico,Middleweight Bout,KO/TKO ,2,3 Rnd (5-5-5),0:33,Nursulton Ruziboev 
UFC Fight Night: Cejudo vs. Song ,Modestas Bukauskas vs. Rafael Cerqueira,Light Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:12,Modestas Bukauskas 
UFC Fight Night: Cannonier vs. Rodrigues ,Jared Cannonier vs. Gregory Rodrigues,Middleweight Bout,KO/TKO ,4,5 Rnd (5-5-5-5-5),0:21,Jared Cannonier 
UFC Fight Night: Cannonier vs. Rodrigues ,Calvin Kattar vs. Youssef Zalal,Featherweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Youssef Zalal 
UFC Fight Night: Cannonier vs. Rodrigues ,Edmen Shahbazyan vs. Dylan Budka,Middleweight Bout,KO/TKO ,1,3 Rnd (5-5-5),1:35,Edmen Shahbazyan 
UFC Fight Night: Cannonier vs. Rodrigues ,Ismael Bonfim vs. Nazim Sadykhov,Lightweight Bout,TKO - Doctor's Stoppage ,1,3 Rnd (5-5-5),5:00,Nazim Sadykhov 
UFC Fight Night: Cannonier vs. Rodrigues ,Rodolfo Vieira vs. Andre Petroski,Middleweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Andre Petroski 
UFC Fight Night: Cannonier vs. Rodrigues ,Connor Matthews vs. Jose Delgado,Featherweight Bout,KO/TKO ,1,3 Rnd (5-5-5),2:58,Jose Delgado 
UFC Fight Night: Cannonier vs. Rodrigues ,Angela Hill vs. Ketlen Souza,Women's Strawweight Bout,Decision - Split ,3,3 Rnd (5-5-5),5:00,Angela Hill 
UFC Fight Night: Cannonier vs. Rodrigues ,Rafael Estevam vs. Jesus Aguilar,Flyweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Rafael Estevam 
UFC Fight Night: Cannonier vs. Rodrigues ,Gabriel Bonfim vs. Khaos Williams,Welterweight Bout,Submission ,2,3 Rnd (5-5-5),4:58,Gabriel Bonfim 
UFC Fight Night: Cannonier vs. Rodrigues ,Vince Morales vs. Elijah Smith,Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Elijah Smith 
UFC Fight Night: Cannonier vs. Rodrigues ,Don'Tale Mayes vs. Valter Walker,Heavyweight Bout,Submission ,1,3 Rnd (5-5-5),1:17,Valter Walker 
UFC Fight Night: Cannonier vs. Rodrigues ,Julia Avila vs. Jacqueline Cavalcanti,Women's Bantamweight Bout,Decision - Unanimous ,3,3 Rnd (5-5-5),5:00,Jacqueline Cavalcanti 
UFC 312: Du Plessis vs. Strickland 2 ,Dricus Du Plessis vs. Sean Strickland,UFC Middleweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Dricus Du Plessis 
UFC 312: Du Plessis vs. Strickland 2 ,Zhang Weili vs. Tatiana Suarez,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5 Rnd (5-5-5-5-5),5:00,Zhang Weili 
UFC 312: Du Plessis vs. Strickland 2 ,Justin Tafa vs. Tallison Teixeira,Heavyweight Bout,KO/TKO ,1,3 Rnd (5-5-5),0:35,Tallison Teixeira 
UFC 312: Du Plessis vs. Strickland 2 ,Jimmy Crute vs. Rodolfo Bellato,Light Heavyweight Bout,Decision - Majority ,3,3 Rnd (5-5-5),5:00,
